Frequency (Hz),Magnitude
0.0,8.016666531556066
0.9999804691314623,8.40401173833161
1.9999609382629246,8.69626613406716
2.999941407394387,8.816356680593195
3.9999218765258493,8.09048945217776
4.999902345657311,8.347807201086187
5.999882814788774,7.2260513832741236
6.999863283920236,8.145152770328906
7.999843753051699,7.573764899494045
8.999824222183161,6.034133006957911
9.999804691314623,7.356351499632207
10.999785160446086,6.497982652287646
11.999765629577547,14.73124833523375
12.99974609870901,13.105972743488412
13.999726567840472,8.79291219395308
14.999707036971936,19.797178721992335
15.999687506103397,61.489379222385494
16.99966797523486,34.069116655864676
17.999648444366322,32.38702971842874
18.999628913497784,39.85864882672615
19.999609382629245,44.39545320868051
20.99958985176071,92.34598935616866
21.999570320892172,92.66650068576335
22.999550790023633,32.82074126759469
23.999531259155095,141.56682966987037
24.999511728286556,22.841044669072645
25.99949219741802,61.36053800532955
26.999472666549483,116.68927879736765
27.999453135680945,45.778500951356484
28.999433604812406,270.7501505359872
29.99941407394387,95.65323541853238
30.999394543075333,37.25133352710454
31.999375012206794,25.0012161691529
32.999355481338256,40.8287623479219
33.99933595046972,55.5776802907231
34.99931641960118,145.1872012894883
35.999296888732644,82.1193292167137
36.99927735786411,62.03306721202862
37.99925782699557,132.68912148972424
38.99923829612703,53.40159976614762
39.99921876525849,154.42740727784857
40.999199234389955,60.992123030155746
41.99917970352142,81.60148003677813
42.99916017265288,76.11870706714897
43.999140641784344,50.18792523026448
44.9991211109158,143.0920577465336
45.99910158004727,36.11191243501432
46.99908204917873,109.8620812040925
47.99906251831019,5.009870915724786
48.999042987441655,196.79297206860733
49.99902345657311,66.61840784870252
50.99900392570458,49.656431746247364
51.99898439483604,117.39247459728576
52.9989648639675,98.29534215568086
53.998945333098966,495.24767856502365
54.99892580223043,171.98840848816633
55.99890627136189,191.66619520237364
56.998886740493354,206.70677069466515
57.99886720962481,49.41881019510074
58.99884767875628,140.77223409757926
59.99882814788774,108.6442386054542
60.9988086170192,60.9250936346134
61.998789086150666,30.49671271379764
62.998769555282124,83.81529172463102
63.99875002441359,41.948446374157
64.99873049354505,76.99058044694578
65.99871096267651,199.924884584873
66.99869143180797,205.83219242278776
67.99867190093944,39.32125087964292
68.9986523700709,126.57372415208829
69.99863283920236,154.14554958610626
70.99861330833383,76.16185808500146
71.99859377746529,141.86540722745292
72.99857424659675,79.12639915042936
73.99855471572822,101.00192376459181
74.99853518485968,109.87983631717469
75.99851565399113,87.26532182705596
